system:index,B10_count,B10_mean,B10_variance,B11_count,B11_mean,B11_variance,B12_count,B12_mean,B12_variance,B1_count,B1_mean,B1_variance,B2_count,B2_mean,B2_variance,B3_count,B3_mean,B3_variance,B4_count,B4_mean,B4_variance,B5_count,B5_mean,B5_variance,B6_count,B6_mean,B6_variance,B7_count,B7_mean,B7_variance,B8A_count,B8A_mean,B8A_variance,B8_count,B8_mean,B8_variance,B9_count,B9_mean,B9_variance,Block,DOY_count,DOY_mean,DOY_variance,GCVI_count,GCVI_mean,GCVI_variance,GPSID,ID,NDVI_count,NDVI_mean,NDVI_variance,QA10_count,QA10_mean,QA10_variance,QA20_count,QA20_mean,QA20_variance,QA60_count,QA60_mean,QA60_variance,RNDMTRACKID,SUBID,Schedule_id,TOTID,Village,a2,a2_org,a3,a4,a5,a5_1,a5_2,a6,a6_1,a6_2,a7,a7_1,a7_1_1_r1,a7_1_1_r2,a7_1_1_r3,a7_1_1_r4,a7_2,a7_2_1_r1,a7_2_1_r2,a7_2_1_r3,a7_2_1_r4,a8,a9,a9_str,area,canopy,chemical,coordsetsn,description,district,ex_description,ex_name,gps1,gps2,gpsfileid,i1_district,i4_cocoid,intercroppingCrop,intercroppingPercent,isFertilizedType,isIntercropping,isWeeded,lodging,mstimestamp,name,noTimesIrrigated,noTimesWeeded,random,seedSource,seedVariety,swi,weedCoverPercent,yield,yieldLevel100Break,yieldLevelColors,.geo
20170309T044651_20170309T045933_T44RRN_46,1,9,,1,1457,,1,817,,1,1766,,1,1463,,1,1262,,1,1024,,1,1138,,1,2034,,1,2733,,1,2917,,1,2667,,1,519,,30,1,68,,1,1113,,P 77,305_0,1,445,,1,0,,1,0,,1,0,,776971,3575,1.08E+08,TRACK776971_SUB3575,96,1.21E+07,1211,2,19,2,0,0,1,2,3,3,2,4,3,0,0,1,40,0,0,0,2,2,NO,100.1999788,,7,2,,Purnia,,,2.02E+07,114521,6.36E+17,8,907445,,,YES Both,NO,YES,3,1.48904E+12,,2,2,0.357584394,purchased seeds,Lakmanya,1,>50%,443.43,5,A75715,
20170309T044651_20170309T045933_T44RRN_197,2,9,0,2,1515,6728,2,868.5,5304.5,2,1766,0,2,1459.5,12.5,2,1265.5,12.5,2,1029,72,2,1158,800,2,2018,512,2,2703,1800,2,2872,4050,2,2556.5,6160.5,2,519,0,30,2,68,0,2,1020,4608,P 75,304_1,2,425.5,264.5,2,0,0,2,0,0,2,0,0,526799,1995,1.08E+08,TRACK526799_SUB1995,96,2.01E+07,2011,1,2,2,0,0,1,1,3,3,2,4,2,0,0,1,10,0,0,0,1,2,NO,179.2594755,,6,2,,Purnia,,,2.02E+07,112155,6.36E+17,8,870731,,,YES Both,NO,YES,3,1.48904E+12,,1,1,0.19958392,used own seed,Lakmanya,1,>50%,403.46,5,A75715,
20170309T044651_20170309T045933_T44RRN_48,2,17,0,2,1744.5,24.5,2,1022.5,840.5,2,1871,0,2,1536.5,60.5,2,1357.5,24.5,2,1133,8,2,1365.5,0.5,2,2093.5,544.5,2,2418,2738,2,2615.5,1740.5,2,2273.5,84.5,2,606,0,12,2,68,0,2,674.5,0.5,Md 76,98_0,2,334.5,0.5,2,0,0,2,0,0,2,0,0,855722,5110,1.04E+08,TRACK855722_SUB5110,38,2.71E+07,2712,2,19,2,0,0,1,1,1,3,2,3,3,0,0,1,3,0,0,0,1,2,NO,226.6910361,,6,1,,Madjubani,,,2.02E+07,124923,6.36E+17,4,972524,,,YES Both,NO,YES,3,1.48904E+12,,1,1,0.511082587,purchased seeds,VP242,1,<25%,356.23,4,89751C,
20170309T044651_20170309T045933_T44RRN_49,1,38,,1,1806,,1,1025,,1,1915,,1,1637,,1,1493,,1,1197,,1,1418,,1,2435,,1,2892,,1,3242,,1,2768,,1,703,,12,1,68,,1,853,,Md 68,102_0,1,396,,1,0,,1,0,,1,0,,153411,3667,1.04E+08,TRACK153411_SUB3667,35,1.81E+07,1812,2,19,2,0,0,1,1,3,2,0,0,0,0,0,1,5,0,0,0,1,2,NO,129.001311,,0,1,,Madjubani,,,2.02E+07,142751,6.36E+17,4,1660330,,,YES Manure,NO,YES,3,1.48904E+12,,1,1,0.366763948,purchased seeds,VP242,1,>50%,405.19,5,A75715,
20170309T044651_20170309T045933_T44RRN_50,1,19,,1,1730,,1,953,,1,1850,,1,1539,,1,1346,,1,1073,,1,1364,,1,2197,,1,2545,,1,2788,,1,2488,,1,654,,12,1,68,,1,848,,Md 47,92_0,1,397,,1,0,,1,0,,1,0,,767271,7270,1.04E+08,TRACK767271_SUB7270,36,2122016,212,2,19,1,1,1,1,1,2,2,0,0,0,0,0,1,5,0,0,0,1,2,NO,89.74851617,,0,1,,Madjubani,,,2.02E+07,141203,6.36E+17,4,313195,mustard,<25%,YES Manure,YES,YES,3,1.48904E+12,,1,1,0.727037971,purchased seeds,VP242,1,~50%,426.86,5,A75715,
20170309T044651_20170309T045933_T44RRN_209,1,19,,1,1730,,1,953,,1,1850,,1,1536,,1,1363,,1,1118,,1,1364,,1,2197,,1,2545,,1,2788,,1,2375,,1,654,,12,1,68,,1,742,,Md 71,97_2,1,359,,1,0,,1,0,,1,0,,155422,1371,1.04E+08,TRACK155422_SUB1371,35,1.91E+07,1912,2,19,1,1,2,1,1,1,2,0,0,0,0,0,2,5,5,0,0,1,2,NO,89.66449741,,0,3,,Madjubani,,,2.02E+07,124452,6.36E+17,4,1665947,mustard,~50%,YES Manure,YES,YES,3,1.48904E+12,,1,1,0.13711112,purchased seeds,VP242,1,<25%,211.2,3,6C9223,
20170309T044651_20170309T045933_T44RRN_222,2,13,0,2,1774.5,9660.5,2,1126,14112,2,1825,0,2,1516.5,264.5,2,1334,800,2,1147,3362,2,1375,4418,2,1984,50,2,2280.5,480.5,2,2461,72,2,2135,1800,2,540,0,12,2,68,0,2,600.5,4324.5,Md 81,107_1,2,300.5,1012.5,2,0,0,2,0,0,2,0,0,880697,7782,1.04E+08,TRACK880697_SUB7782,40,1.31E+07,1311,2,19,2,0,0,2,0,0,3,2,2,2,0,0,1,5,0,0,0,3,2,NO,158.8509983,,4,2,,Madjubani,,,2.02E+07,120439,6.36E+17,4,1974351,,,YES Both,NO,NO,3,1.48904E+12,,3,0,0.778257546,purchased seeds,VP242,1,,438.16,5,A75715,
20170309T044651_20170309T045933_T44RRN_226,1,13,,1,1846,,1,1151,,1,1848,,1,1495,,1,1302,,1,1072,,1,1306,,1,2040,,1,2503,,1,2654,,1,2382,,1,606,,12,1,68,,1,829,,Md 85,117_3,1,379,,1,0,,1,0,,1,0,,650684,5885,1.04E+08,TRACK650684_SUB5885,40,2.21E+07,2212,2,19,2,0,0,1,1,1,3,2,2,2.5,0,0,1,4,0,0,0,1,2,NO,101.5950326,,4.5,4,,Madjubani,,,2.02E+07,153621,6.36E+17,4,1974356,,,YES Both,NO,YES,3,1.48904E+12,,1,1,0.588502473,purchased seeds,VP242,1,<25%,261.43,3,6C9223,
20170309T044651_20170309T045933_T44RRN_232,2,13,0,2,2069,722,2,1353,968,2,1820,0,2,1517,18,2,1356,18,2,1171.5,84.5,2,1372.5,12.5,2,2018.5,612.5,2,2335.5,1200.5,2,2535,2888,2,2246.5,1624.5,2,565,0,13,2,68,0,2,656.5,1200.5,Md 106,118_1,2,314,18,2,0,0,2,0,0,2,0,0,269338,6001,1.04E+08,TRACK269338_SUB6001,42,2.81E+07,2811,2,19,2,0,0,1,1,1,3,1,2.5,0,0,0,1,4,0,0,0,2,2,NO,160.8410919,,2.5,2,,Madjubani,,,2.02E+07,94025,6.36E+17,4,1976221,,,YES Both,NO,YES,3,1.48904E+12,,2,1,0.600199569,purchased seeds,VP242,1,<25%,300.52,4,89751C,
20170309T044651_20170309T045933_T44RRN_241,4,14,0,4,1863.75,18758.25,4,1148.5,24273.66667,4,1804,0,4,1493,328.6666667,4,1324.25,234.25,4,1107.25,900.9166667,4,1365,3586.666667,4,2176.75,11761.58333,4,2602.25,29839.58333,4,2856,43044.66667,4,2453.25,3524.916667,4,644,0,13,4,68,0,4,852.25,2558.25,Md 108,123_1,4,377.5,389.6666667,4,0,0,4,0,0,4,0,0,267469,5711,1.04E+08,TRACK267469_SUB5711,43,2.01E+07,2012,2,7,2,0,0,1,1,1,3,1,2,0,0,0,1,6,0,0,0,1,2,NO,264.6180929,,2,2,,Madjubani,,,2.02E+07,105709,6.36E+17,4,1337886,,,YES Both,NO,YES,2,1.48904E+12,,1,1,0.571140721,purchased seeds,VP242,1,<25%,430.27,5,A75715,
20170309T044651_20170309T045933_T44RRN_243,2,17,0,2,1332,0,2,815,0,2,2343,0,2,2061,0,2,1798,18,2,1628,1152,2,1680,0,2,1960,0,2,2142,0,2,2179,0,2,2031.5,544.5,2,668,0,13,2,68,0,2,129.5,112.5,Md 96,110_1,2,109.5,264.5,2,0,0,2,0,0,2,0,0,27877,4868,1.04E+08,TRACK27877_SUB4868,41,2.51E+07,2511,2,19,2,0,0,1,2,1,3,1,1,0,0,0,1,5,0,0,0,2,2,NO,92.73518378,,1,2,,Madjubani,,,2.02E+07,132625,6.36E+17,4,657369,,,YES Both,NO,YES,3,1.48904E+12,,2,2,0.486843372,purchased seeds,VP242,1,<25%,467.85,5,A75715,
20170309T044651_20170309T045933_T44RRN_53,3,11,0,3,1928.333333,12805.33333,3,1223.333333,18408.33333,3,1840,0,3,1513.666667,625.3333333,3,1336,721,3,1139.333333,1094.333333,3,1389.666667,2821.333333,3,2087.666667,2945.333333,3,2385,3888,3,2682,14283,3,2334.333333,10944.33333,3,597,0,12,3,68,0,3,747.6666667,10876.33333,Md 88,116_0,3,343.3333333,1032.333333,3,0,0,3,0,0,3,0,0,437504,7505,1.04E+08,TRACK437504_SUB7505,40,2.51E+07,2512,2,19,2,0,0,1,1,1,3,1,2,0,0,0,1,4,0,0,0,2,2,NO,234.1976677,,2,1,,Madjubani,,,2.02E+07,151628,6.36E+17,4,1974359,,,YES Both,NO,YES,3,1.48904E+12,,2,1,0.750556484,purchased seeds,VP242,1,<25%,361.72,4,89751C,
20170309T044651_20170309T045933_T44RRN_54,2,66,0,2,2228,0,2,1574,0,2,2427,0,2,2041,0,2,1908,0,2,1753,0,2,1926,0,2,2659,0,2,3064,0,2,3261,0,2,2815,0,2,806,0,14,2,68,0,2,475,0,Mf 28,152_0,2,232,0,2,0,0,2,0,0,2,0,0,912062,2108,1.05E+08,TRACK912062_SUB2108,48,2.21E+07,2211,2,20,2,0,0,1,1,3,3,3,5,2,2,0,1,10,0,0,0,2,2,NO,168.7412478,,9,2,,Muzaffarpur,,,2.02E+07,134908,6.36E+17,5,342167,,,YES Both,NO,YES,2,1.48904E+12,,2,1,0.210827419,purchased seeds,Lal bhadur,,>50%,453.67,5,A75715,
20170309T044651_20170309T045933_T44RRN_56,7,40,0,7,1875.857143,257.1428571,7,1123.142857,193.1428571,7,2298,0,7,2083.571429,122.952381,7,1795.428571,266.6190476,7,1598.285714,568.2380952,7,1720,350,7,2581.857143,961.1428571,7,3064.142857,193.1428571,7,3270.428571,64.28571429,7,2954.142857,932.4761905,7,727,0,14,7,68,0,7,645,647.3333333,Mf 33,154_0,7,297.2857143,104.5714286,7,0,0,7,0,0,7,0,0,877942,4875,1.05E+08,TRACK877942_SUB4875,48,2.41E+07,2411,2,20,2,0,0,1,1,3,3,3,5,2,2,0,1,10,0,0,0,2,2,NO,409.6894107,,9,2,,Muzaffarpur,,,2.02E+07,141603,6.36E+17,5,342184,,,YES Both,NO,YES,3,1.48904E+12,,2,1,0.487597175,purchased seeds,Lal bhadur,,>50%,389.12,4,89751C,
20170309T044651_20170309T045933_T44RRN_58,4,56,0,4,2005,2116,4,1282,2916,4,2374,0,4,2080.25,258.9166667,4,1875.75,662.9166667,4,1614,1052.666667,4,1744,2500,4,2655,4,4,3154,2704,4,3384.25,3906.25,4,3012.5,621.6666667,4,778,0,14,4,68,0,4,605.5,653.6666667,Mf 32,153_0,4,301.75,156.9166667,4,0,0,4,0,0,4,0,0,408508,8818,1.05E+08,TRACK408508_SUB8818,48,2.41E+07,2411,2,20,2,0,0,1,1,3,3,3,5,2,2,0,1,10,0,0,0,2,2,NO,308.7237324,,9,2,,Muzaffarpur,,,2.02E+07,135953,6.36E+17,5,342169,,,YES Both,NO,YES,3,1.48904E+12,,2,1,0.881833038,purchased seeds,Lal bhadur,,>50%,461.27,5,A75715,
20170309T044651_20170309T045933_T44RRN_60,2,160,0,2,2434.5,312.5,2,1319.5,1860.5,2,2366,0,2,2307,200,2,2254.5,9112.5,2,2241,6272,2,2364.5,60.5,2,3012.5,840.5,2,3321,162,2,3424.5,60.5,2,3183.5,1512.5,2,801,0,14,2,68,0,2,412.5,1860.5,Mf 36,151_0,2,173,128,2,0,0,2,0,0,2,0,0,334060,2365,1.05E+08,TRACK334060_SUB2365,48,2.01E+07,2011,2,20,2,0,0,1,1,3,3,3,5,3,2,0,1,15,0,0,0,4,2,NO,329.6060025,,10,2,,Muzaffarpur,,,2.02E+07,131835,6.36E+17,5,342166,,,YES Both,NO,YES,3,1.48904E+12,,4,1,0.236567087,purchased seeds,Lal bhadur,,>50%,443.53,5,A75715,
20170309T044651_20170309T045933_T44RRN_62,8,67.5,240.2857143,8,2339.125,5118.125,8,1619,1534.285714,8,2514,370.2857143,8,1886.5,722.8571429,8,1691.25,713.6428571,8,1661.25,1916.214286,8,1954.25,1801.642857,8,2840.125,4026.696429,8,3307.25,3106.214286,8,3558.125,1351.553571,8,2952.25,6657.928571,8,959.5,434.5714286,14,8,68,0,8,746.125,5248.125,Mf 89,201_0,8,279.25,181.6428571,8,0,0,8,0,0,8,0,0,141662,1214,1.05E+08,TRACK141662_SUB1214,48,2.51E+07,2511,1,2,2,0,0,1,1,3,1,3,3,2,1,0,0,0,0,0,0,2,2,NO,629.3563395,,6,1,,Muzaffarpur,,,2.02E+07,134549,6.36E+17,5,342181,,,YES Chemical Fertilizer,NO,YES,3,1.48904E+12,,2,1,0.121419991,used own seed,Lal bhadur,,>50%,471.68,5,A75715,
20170309T044651_20170309T045933_T44RRN_94,1,59,,1,2072,,1,1383,,1,2146,,1,2143,,1,1752,,1,1480,,1,1700,,1,2443,,1,2818,,1,2982,,1,2768,,1,642,,14,1,68,,1,579,,Mf 24,149_0,1,303,,1,0,,1,0,,1,0,,14030,2761,1.05E+08,TRACK14030_SUB2761,47,2.01E+07,2011,2,20,2,0,0,1,1,3,3,2,5,3,0,0,1,10,0,0,0,1,2,NO,93.75358382,,8,1,,Muzaffarpur,,,2.02E+07,111559,6.36E+17,5,618173,,,YES Both,NO,YES,3,1.48904E+12,,1,1,0.276173852,purchased seeds,Lal bhadur,1,>50%,300.58,4,89751C,
20170309T044651_20170309T045933_T44RRN_95,5,40,0,5,1869.4,5644.8,5,1148.2,6633.2,5,2134,0,5,1931.4,248.3,5,1656.2,490.7,5,1376.2,2940.2,5,1538,1417.5,5,2456.8,1584.2,5,2963.8,7347.2,5,3256.4,6794.8,5,2898.6,7982.8,5,696,0,14,5,68,0,5,750.4,4832.8,Mf 26,147_0,5,355.4,933.8,5,0,0,5,0,0,5,0,0,530039,4997,1.05E+08,TRACK530039_SUB4997,47,2.41E+07,2411,2,20,2,0,0,1,1,3,3,2,5,3,0,0,1,8,0,0,0,2,2,NO,390.7464522,,8,1,,Muzaffarpur,,,2.02E+07,105727,6.36E+17,5,337029,,,YES Both,NO,YES,3,1.48904E+12,,2,1,0.499736737,purchased seeds,Lal bhadur,1,>50%,436.09,5,A75715,
20170309T044651_20170309T045933_T44RRN_96,7,19,0,7,1879.857143,5509.47619,7,1167.428571,6212.285714,7,2051,0,7,1710.857143,231.1428571,7,1507.857143,356.8095238,7,1289.571429,2354.952381,7,1451.142857,600.4761905,7,2323.714286,6005.571429,7,2770.857143,15336.47619,7,3002.428571,18512.61905,7,2672.428571,17207.61905,7,643,0,14,7,68,0,7,772.7142857,10475.90476,Mf 1,124_0,7,347.8571429,1166.809524,7,0,0,7,0,0,7,0,0,622422,5079,1.05E+08,TRACK622422_SUB5079,44,2.11E+07,2111,2,10,2,0,0,1,2,3,3,3,3,2,2,0,1,15,0,0,0,2,2,NO,614.7681965,,7,2,,Muzaffarpur,,,2.02E+07,142022,6.36E+17,5,260285,,,YES Both,NO,YES,3,1.48904E+12,,2,2,0.507978896,purchased seeds,Lal bhadur,1,>50%,554.63,6,C43A0E,
20170309T044651_20170309T045933_T44RRN_98,4,153,0,4,2319.5,243,4,1422,65.33333333,4,2351,0,4,2249.75,9552.916667,4,2126.25,26.25,4,1994.25,2004.25,4,2119,3888,4,2842.5,1323,4,3196.5,3267,4,3399,9408,4,3133.5,365.6666667,4,825,0,14,4,68,0,4,473.25,40.91666667,Mf 6,146_0,4,221.5,155.6666667,4,0,0,4,0,0,4,0,0,46041,1961,1.05E+08,TRACK46041_SUB1961,46,2.01E+07,2011,3,20,1,1,1,1,2,3,3,3,5,2,2,0,1,10,0,0,0,2,2,NO,369.9746804,,9,1,,Muzaffarpur,,,2.02E+07,144037,6.36E+17,5,216243,mustard,<25%,YES Both,YES,YES,3,1.48904E+12,,2,2,0.19613672,Through Jeevika,Lal bhadur,1,>50%,398.52,4,89751C,
20170309T044651_20170309T045933_T44RRN_99,4,143,0,4,2232,0,4,1345,0,4,2386,0,4,2196,605.3333333,4,2147.25,2026.916667,4,1922.75,888.25,4,2025,0,4,2771,0,4,3160,0,4,3387,0,4,3073.5,3227.666667,4,821,0,14,4,68,0,4,431.5,1883,Mf 19,136_0,4,229.75,63.58333333,4,0,0,4,0,0,4,0,0,342466,653,1.05E+08,TRACK342466_SUB653,46,2.01E+07,2011,3,20,2,0,0,1,2,3,3,2,5,2,0,0,1,20,0,0,0,1,2,NO,318.5736233,,7,2,,Muzaffarpur,,,2.02E+07,130053,6.36E+17,5,336779,,,YES Both,NO,YES,3,1.48904E+12,,1,2,0.065352091,Through Jeevika,Lal bhadur,1,>50%,434.73,5,A75715,
20170309T044651_20170309T045933_T44RRN_284,6,143,0,6,2313.333333,897.0666667,6,1411.333333,7616.266667,6,2386,0,6,2312.166667,1363.366667,6,2142.333333,859.8666667,6,1968.333333,3524.666667,6,2130.666667,2406.666667,6,2852.666667,1540.266667,6,3077.666667,11537.06667,6,3181.666667,5606.666667,6,3095.166667,891.7666667,6,821,0,14,6,68,0,6,444.5,935.5,Mf 17,137_2,6,222.1666667,321.3666667,6,0,0,6,0,0,6,0,0,522114,8150,1.05E+08,TRACK522114_SUB8150,46,2.21E+07,2211,3,20,2,0,0,2,0,0,3,2,5,2,0,0,1,15,0,0,0,1,2,NO,447.1886176,,7,3,,Muzaffarpur,,,2.02E+07,131130,6.36E+17,5,336777,,,YES Both,NO,NO,3,1.48904E+12,,1,0,0.815067914,Through Jeevika,Lal bhadur,1,,675.18,7,E11D07,
20170309T044651_20170309T045933_T44RRN_101,8,84,0,8,1654,714.2857143,8,889,2016,8,2220,0,8,2032.625,11299.125,8,1986.5,5662.571429,8,1421.375,7810.267857,8,1497,961.1428571,8,2616,164.5714286,8,3252,2314.285714,8,3531.5,5362.571429,8,3218.875,842.6964286,8,800,0,14,8,68,0,8,621.625,2812.553571,Mf 11,133_0,8,387.625,597.4107143,8,0,0,8,0,0,8,0,0,343845,87,1.05E+08,TRACK343845_SUB87,46,2.21E+07,2211,3,2,2,0,0,1,1,3,1,3,5,2,2,0,0,0,0,0,0,2,2,NO,588.4447319,,9,1,,Muzaffarpur,,,2.02E+07,120117,6.36E+17,5,336778,,,YES Chemical Fertilizer,NO,YES,3,1.48904E+12,,2,1,0.008793049,Through Jeevika,Lal bhadur,1,>50%,584.26,6,C43A0E,
20170309T044651_20170309T045933_T44RRN_102,6,97,0,6,2256.333333,180.2666667,6,1556.666667,6826.666667,6,2725,0,6,2020,529.6,6,1893.166667,1617.366667,6,1852,3605.2,6,2018.666667,928.2666667,6,2900,1500,6,3427.333333,6657.066667,6,3648,2774.4,6,2975.166667,11242.96667,6,1203,0,14,6,68,0,6,571.8333333,4765.366667,Mf 22,135_0,6,231.8333333,70.96666667,6,0,0,6,0,0,6,0,0,375873,663,1.05E+08,TRACK375873_SUB663,46,2.41E+07,2411,3,20,2,0,0,1,2,3,1,3,5,2,2,0,0,0,0,0,0,2,2,NO,697.3709598,,9,4,,Muzaffarpur,,,2.02E+07,123903,6.36E+17,5,336782,,,YES Chemical Fertilizer,NO,YES,3,1.48904E+12,,2,2,0.066308422,Through Jeevika,Lal bhadur,0,>50%,363.97,4,89751C,
20170309T044651_20170309T045933_T44RRN_106,5,80,0,5,1932.2,1656.2,5,1160,20,5,2228,0,5,2146.6,12725.3,5,1840.6,5279.3,5,1626.8,1041.2,5,1724.6,1729.8,5,2554.4,441.8,5,2986.8,72.2,5,3243.6,1.800000001,5,3058.4,3228.8,5,835,0,14,5,68,0,5,663,3381.5,Mf 8,138_0,5,305.2,24.7,5,0,0,5,0,0,5,0,0,137810,9471,1.05E+08,TRACK137810_SUB9471,46,2.21E+07,2211,2,2,2,0,0,1,2,3,3,3,5,2,1,0,1,10,0,0,0,2,2,NO,339.114715,,8,1,,Muzaffarpur,,,2.02E+07,132522,6.36E+17,5,216223,,,YES Both,NO,YES,3,1.48904E+12,,2,2,0.947131867,purchased seeds,Lal bhadur,1,>50%,445.88,5,A75715,
20170309T044651_20170309T045933_T44RRN_107,3,86,0,3,2153.666667,37856.33333,3,1273,1083,3,2391,0,3,1976,11548,3,1822.333333,6206.333333,3,1915.666667,12230.33333,3,1983,41067,3,2821.666667,32033.33333,3,3255.333333,7400.333333,3,3485.666667,6165.333333,3,3055,2131,3,889,0,14,3,68,0,3,678.3333333,8436.333333,Mf 4,142_0,3,229,436,3,0,0,3,0,0,3,0,0,710355,47,1.05E+08,TRACK710355_SUB47,46,2.01E+07,2011,3,20,2,0,0,1,2,3,3,3,5,2,2,0,1,15,0,0,0,2,2,NO,252.2913239,,9,3,,Muzaffarpur,,,2.02E+07,135623,6.36E+17,5,216271,,,YES Both,NO,YES,3,1.48904E+12,,2,2,0.004740734,Through Jeevika,Lal bhadur,1,>50%,487.72,5,A75715,
20170309T044651_20170309T045933_T44RRN_291,8,28.125,10.125,8,1947.75,16257.35714,8,1189.875,26325.55357,8,2184.375,1813.125,8,1878,428.8571429,8,1675.25,527.3571429,8,1440.125,2698.410714,8,1602.875,5466.982143,8,2541.875,1575.553571,8,2982.5,3516.857143,8,3248.875,2671.839286,8,2874.875,4702.696429,8,730.25,548.2142857,14,8,68,0,8,716,2322.571429,Mf 23,127_1,8,332,360,8,0,0,8,0,0,8,0,0,695647,3861,1.05E+08,TRACK695647_SUB3861,46,1.81E+07,1811,3,20,2,0,0,1,2,3,3,2,5,2,0,0,1,20,0,0,0,1,2,NO,730.0431441,PARTIAL-10%,7,2,,Muzaffarpur,,,2.02E+07,111014,6.36E+17,5,336780,,,YES Both,NO,YES,3,1.48904E+12,,1,2,0.386121092,Through Jeevika,Lal bhadur,0,>50%,582.62,6,C43A0E,
20170309T044651_20170309T045933_T44RRN_110,6,36,0,6,2403.833333,16504.16667,6,1779,27618.4,6,2285,0,6,2062.166667,8025.366667,6,1786,1345.6,6,1650.666667,3451.466667,6,1831.166667,2676.566667,6,2620.833333,122.9666667,6,3036.5,61.5,6,3241.333333,209.8666667,6,2911.666667,2833.066667,6,759,0,14,6,68,0,6,630.1666667,1593.366667,Mf 18,128_0,6,276,306.8,6,0,0,6,0,0,6,0,0,326618,1953,1.05E+08,TRACK326618_SUB1953,46,2.21E+07,2211,3,2,1,1,2,1,2,3,3,3,5,3,2,0,1,10,0,0,0,3,2,NO,586.5872734,,10,4,,Muzaffarpur,,,2.02E+07,112206,6.36E+17,5,336788,mustard,~50%,YES Both,YES,YES,2,1.48904E+12,,3,2,0.19538471,Through Jeevika,Lal bhadur,1,>50%,611.42,7,E11D07,
20170309T044651_20170309T045933_T44RRN_296,7,38.28571429,0.238095238,7,1817.142857,7780.809524,7,1067.714286,7211.571429,7,2164.142857,2.142857143,7,1965.285714,2321.571429,7,1747.857143,244.4761905,7,1419,4385.333333,7,1551,3624.666667,7,2497.857143,714.1428571,7,2973.428571,190.6190476,7,3199.285714,157.9047619,7,2930.142857,3263.809524,7,709.7142857,308.5714286,14,7,68,0,7,676.1428571,1520.142857,Mf 16,130_1,7,347,797,7,0,0,7,0,0,7,0,0,231162,1666,1.05E+08,TRACK231162_SUB1666,46,2.01E+07,2011,3,2,1,3,1,1,2,3,3,3,5,2,2,0,1,15,0,0,0,2,2,NO,714.5465949,,9,2,,Muzaffarpur,,,2.02E+07,113329,6.36E+17,5,336831,Tisi,<25%,YES Both,YES,YES,3,1.48904E+12,,2,2,0.166624973,Through Jeevika,Lal bhadur,1,>50%,619.09,7,E11D07,
20170309T044651_20170309T045933_T44RRN_121,2,19,8,2,1766,3528,2,1186.5,0.5,2,2313.5,4.5,2,2255.5,4.5,2,1906.5,264.5,2,1678.5,1300.5,2,1744,338,2,2226.5,1512.5,2,2481.5,684.5,2,2619,288,2,2566,800,2,627.5,40.5,11,2,68,0,2,345.5,12.5,Md 41,87_0,2,208.5,24.5,2,0,0,2,0,0,2,0,0,657860,5089,1.04E+08,TRACK657860_SUB5089,34,2122016,212,1,19,1,1,1,2,0,0,3,2,2.5,2.5,0,0,1,5,0,0,0,2,2,NO,203.9123153,,5,3,,Madjubani,,,2.02E+07,123541,6.36E+17,4,1959358,mustard,<25%,YES Both,YES,NO,2,1.48904E+12,,2,0,0.508948942,used own seed,VP242,1,,390.2,4,89751C,
20170309T044651_20170309T045933_T44RRN_343,9,47,0,9,1830.111111,5736.361111,9,1065.222222,7014.944444,9,2111,0,9,2288.111111,1251.361111,9,1933,2544.5,9,1607.777778,12098.94444,9,1581.222222,9570.444444,9,2357.333333,1762,9,2825.111111,17214.11111,9,3009.777778,21114.44444,9,3007.444444,6346.777778,9,589,0,27,9,68,0,9,556.8888889,4761.611111,P 3,248_2,9,303.2222222,1366.694444,9,0,0,9,0,0,9,0,0,656142,3849,1.08E+08,TRACK656142_SUB3849,85,1.91E+07,1912,2,23,2,0,0,1,2,3,3,2,2,2,0,0,2,6,2,0,0,1,2,NO,828.6099342,,4,3,,Purnia,,,2.02E+07,135802,6.36E+17,8,481695,,,YES Both,NO,YES,3,1.48904E+12,,1,2,0.384920556,purchased seeds,Lakmanya,1,>50%,239.32,3,6C9223,
20170309T044651_20170309T045933_T44RRN_340,2,89,0,2,2094.5,3280.5,2,1174.5,420.5,2,2259,0,2,2468,18,2,2315.5,480.5,2,1977.5,1104.5,2,1923,5202,2,2595.5,84.5,2,3039.5,7320.5,2,3172.5,23980.5,2,3289.5,0.5,2,722,0,27,2,68,0,2,420,200,P 7,247_3,2,248.5,60.5,2,0,0,2,0,0,2,0,0,511527,2999,1.08E+08,TRACK511527_SUB2999,85,3112016,311,2,2,2,0,0,1,2,3,3,2,2,2,0,0,2,5,2,0,0,2,2,NO,194.1846095,,4,4,,Purnia,,,2.02E+07,131133,6.36E+17,8,481321,,,YES Both,NO,YES,3,1.48904E+12,,2,2,0.299925161,purchased seeds,Lakmanya,1,>50%,461.46,5,A75715,
